,Population
12650,T-cells
12652,T-cells
12666,T-cells
12668,T-cells
12670,T-cells
12672,T-cells
12677,T-cells
12679,T-cells
12689,T-cells
12698,B-cells
12711,T-cells
12719,B-cells
12725,Other_cells
12743,T-cells
12744,T-cells
12753,B-cells
12755,T-cells
12756,T-cells
12761,Other_cells
12767,B-cells
12770,T-cells
12798,Other_cells
12800,T-cells
12807,T-cells
12820,T-cells
12821,T-cells
12826,T-cells
12829,Monocytes
12836,B-cells
12846,Monocytes
12851,T-cells
12855,Other_cells
12858,Other_cells
12874,Monocytes
12878,Other_cells
12885,Monocytes
12895,Monocytes
12897,T-cells
12901,T-cells
12926,T-cells
12928,B-cells
12942,T-cells
12945,T-cells
12950,B-cells
12952,T-cells
12957,Monocytes
12959,T-cells
12980,T-cells
12993,T-cells
13002,T-cells
13004,T-cells
13005,B-cells
13009,T-cells
13023,T-cells
13025,B-cells
13033,T-cells
13044,T-cells
13045,T-cells
13047,T-cells
13060,B-cells
13068,T-cells
13071,T-cells
13084,Monocytes
13086,T-cells
13087,T-cells
13116,T-cells
13118,B-cells
13123,T-cells
13129,T-cells
13172,T-cells
13178,T-cells
13181,T-cells
13187,T-cells
13191,Other_cells
13203,T-cells
13205,B-cells
13207,T-cells
13222,T-cells
13227,T-cells
13235,Other_cells
13247,T-cells
13285,Monocytes
13311,B-cells
13316,T-cells
13322,T-cells
13325,T-cells
13329,T-cells
13340,T-cells
13353,T-cells
13355,B-cells
13364,Monocytes
13376,T-cells
13384,B-cells
13394,T-cells
13399,T-cells
13422,T-cells
13423,T-cells
13431,T-cells
13437,T-cells
13455,T-cells
13464,Other_cells
13474,T-cells
13481,B-cells
13484,B-cells
13490,Other_cells
13497,Other_cells
13519,T-cells
13521,B-cells
13525,T-cells
13540,Monocytes
13541,T-cells
13547,T-cells
13559,B-cells
13560,T-cells
13563,B-cells
13607,T-cells
13608,T-cells
13615,T-cells
13617,B-cells
13637,T-cells
13648,T-cells
13655,Monocytes
13664,B-cells
13681,T-cells
13684,T-cells
13687,Other_cells
13701,Monocytes
13729,T-cells
13742,T-cells
13750,B-cells
13754,Other_cells
13756,T-cells
13759,T-cells
13774,T-cells
13781,T-cells
13786,T-cells
13790,T-cells
13798,T-cells
13809,T-cells
13820,T-cells
13822,T-cells
13828,T-cells
13836,T-cells
13842,T-cells
13843,T-cells
13844,B-cells
13851,B-cells
13856,T-cells
13859,T-cells
13864,T-cells
13869,B-cells
13872,T-cells
13876,B-cells
13877,T-cells
13912,T-cells
13913,Monocytes
13915,T-cells
13918,T-cells
13925,T-cells
13942,Other_cells
13957,Other_cells
13971,B-cells
13974,T-cells
13979,B-cells
13982,T-cells
13983,Other_cells
13990,T-cells
14026,B-cells
14040,B-cells
14049,T-cells
14055,T-cells
14066,T-cells
14070,T-cells
14079,Other_cells
14093,B-cells
14104,T-cells
14119,T-cells
14121,T-cells
14125,B-cells
14131,T-cells
14142,B-cells
14149,T-cells
14157,B-cells
14172,T-cells
14188,B-cells
14190,Other_cells
14192,Other_cells
14206,T-cells
14211,T-cells
14212,T-cells
14214,T-cells
14215,B-cells
14233,T-cells
14244,Monocytes
14265,Monocytes
14276,T-cells
14286,T-cells
14291,B-cells
14298,T-cells
14306,T-cells
14312,B-cells
14317,B-cells
14329,T-cells
14333,Monocytes
14337,T-cells
14341,T-cells
14347,Other_cells
14353,T-cells
14356,T-cells
14360,T-cells
14361,B-cells
14375,T-cells
14387,T-cells
14399,T-cells
14418,T-cells
14431,Monocytes
14433,Other_cells
14445,Other_cells
14446,T-cells
14448,B-cells
14450,T-cells
14457,T-cells
14460,T-cells
14466,T-cells
14472,T-cells
14478,T-cells
14486,B-cells
14492,B-cells
14497,T-cells
14498,B-cells
14503,B-cells
14506,T-cells
14507,T-cells
14516,T-cells
14520,T-cells
14537,Other_cells
14540,Other_cells
14551,T-cells
14567,Monocytes
14573,T-cells
14574,T-cells
14577,B-cells
14593,T-cells
14594,T-cells
14596,T-cells
14597,T-cells
14600,T-cells
14619,T-cells
14626,T-cells
14633,Other_cells
14636,T-cells
14651,B-cells
14655,T-cells
14661,T-cells
14672,B-cells
14674,B-cells
14678,T-cells
14698,T-cells
14700,T-cells
14707,T-cells
14717,B-cells
14723,T-cells
14728,T-cells
14731,T-cells
14737,T-cells
14742,T-cells
14746,T-cells
14760,T-cells
14765,Other_cells
14774,Other_cells
14781,Other_cells
14784,T-cells
14799,B-cells
14808,Monocytes
14814,T-cells
14816,T-cells
14836,T-cells
14857,T-cells
14877,B-cells
14885,B-cells
14894,T-cells
14911,T-cells
14919,B-cells
14923,Other_cells
14929,T-cells
14938,T-cells
14942,T-cells
14947,B-cells
14962,T-cells
14967,B-cells
14989,T-cells
14994,T-cells
15033,T-cells
15034,T-cells
15048,T-cells
15053,T-cells
15062,Other_cells
15081,T-cells
15092,T-cells
15095,Other_cells
15102,T-cells
15115,T-cells
15121,T-cells
15123,Other_cells
15147,T-cells
15154,T-cells
15183,T-cells
15188,Other_cells
15197,T-cells
15206,T-cells
15212,T-cells
15213,Monocytes
15216,B-cells
15221,T-cells
15231,T-cells
15237,T-cells
15242,T-cells
15245,Monocytes
15251,T-cells
15255,Monocytes
15257,B-cells
15258,Other_cells
15264,T-cells
15265,B-cells
15281,T-cells
15296,Other_cells
15307,T-cells
15310,Monocytes
15313,T-cells
15324,Other_cells
15325,B-cells
15326,T-cells
15344,T-cells
15347,T-cells
15359,Monocytes
15366,B-cells
15368,T-cells
15384,T-cells
15387,T-cells
15401,T-cells
15409,T-cells
15418,T-cells
15419,T-cells
15435,T-cells
15439,T-cells
15449,B-cells
15456,Other_cells
15471,T-cells
15516,Other_cells
15533,Other_cells
15551,T-cells
15555,T-cells
15566,T-cells
15572,T-cells
15575,B-cells
15598,T-cells
15607,T-cells
15612,B-cells
15614,T-cells
15618,T-cells
15630,T-cells
15634,T-cells
15635,B-cells
15651,T-cells
15656,T-cells
15669,T-cells
15679,Monocytes
15689,T-cells
15695,B-cells
15703,B-cells
15709,T-cells
15713,T-cells
15720,B-cells
15723,Monocytes
15726,T-cells
15733,T-cells
15738,B-cells
15750,T-cells
15751,B-cells
15759,T-cells
15788,Monocytes
15792,T-cells
15795,T-cells
15809,B-cells
15813,B-cells
15814,T-cells
15815,T-cells
15835,T-cells
15838,B-cells
15848,T-cells
15857,T-cells
15858,T-cells
15863,B-cells
15871,T-cells
15874,T-cells
15893,T-cells
15905,Other_cells
15910,B-cells
15911,T-cells
15915,Other_cells
15919,Other_cells
15925,B-cells
15927,Other_cells
15938,Monocytes
15947,T-cells
15957,Monocytes
15963,T-cells
15969,B-cells
15985,B-cells
15998,Monocytes
15999,T-cells
16000,T-cells
16018,Other_cells
16027,T-cells
16029,T-cells
16030,T-cells
16037,T-cells
16040,T-cells
16041,B-cells
16053,T-cells
16056,T-cells
16075,T-cells
16077,Monocytes
16093,T-cells
16095,B-cells
16098,B-cells
16102,Monocytes
16103,T-cells
16109,T-cells
16110,T-cells
16124,T-cells
16130,T-cells
16131,B-cells
16132,T-cells
16141,B-cells
16164,T-cells
16171,B-cells
16176,T-cells
16179,B-cells
16190,Other_cells
16197,Monocytes
16199,T-cells
16201,T-cells
16208,T-cells
16218,T-cells
16221,T-cells
16224,B-cells
16231,T-cells
16241,T-cells
16247,B-cells
16248,T-cells
16249,T-cells
16274,Other_cells
16276,T-cells
16296,T-cells
16303,T-cells
16309,Monocytes
16321,B-cells
16322,Other_cells
16335,T-cells
16340,T-cells
16358,B-cells
16373,T-cells
16378,B-cells
16389,T-cells
16390,T-cells
16393,B-cells
16394,Monocytes
16405,T-cells
16409,T-cells
16421,Other_cells
16425,T-cells
16457,T-cells
16480,T-cells
16481,T-cells
16484,Monocytes
16487,Other_cells
16508,B-cells
16510,B-cells
16514,B-cells
16527,T-cells
16535,B-cells
16539,T-cells
16546,Monocytes
16565,T-cells
16571,T-cells
16578,T-cells
16591,B-cells
16601,T-cells
16605,Monocytes
16609,T-cells
16621,T-cells
16638,T-cells
16639,T-cells
16643,T-cells
16644,Monocytes
16652,Other_cells
16664,B-cells
16668,B-cells
16671,Monocytes
16672,T-cells
16680,T-cells
16683,T-cells
16693,T-cells
16695,B-cells
16706,T-cells
16720,T-cells
16725,B-cells
16735,Other_cells
16741,T-cells
16759,T-cells
16767,Monocytes
16769,T-cells
16774,Monocytes
16789,B-cells
16792,T-cells
16816,T-cells
16821,T-cells
16842,T-cells
16844,T-cells
16852,B-cells
16864,Other_cells
16867,B-cells
16878,T-cells
16888,T-cells
16913,T-cells
16915,T-cells
16929,T-cells
16935,T-cells
16937,T-cells
16938,T-cells
16939,B-cells
16950,T-cells
16965,Other_cells
16968,B-cells
16969,Other_cells
16974,T-cells
16975,T-cells
16977,B-cells
17005,B-cells
17012,T-cells
17041,Other_cells
17053,T-cells
17056,T-cells
17061,T-cells
17068,B-cells
17087,T-cells
17089,Other_cells
17116,Other_cells
17122,B-cells
17130,T-cells
17134,T-cells
17135,B-cells
17142,Monocytes
17148,Other_cells
17152,Other_cells
17170,Other_cells
17172,T-cells
17173,T-cells
17195,B-cells
17230,T-cells
17239,T-cells
17250,T-cells
17257,T-cells
17259,T-cells
17270,T-cells
17278,T-cells
17279,B-cells
17294,T-cells
17295,B-cells
17302,T-cells
17313,T-cells
17317,T-cells
17337,Monocytes
17377,B-cells
17382,B-cells
17387,T-cells
17394,T-cells
17396,Monocytes
17407,T-cells
17425,Other_cells
17443,T-cells
17452,T-cells
17459,T-cells
17492,T-cells
17509,T-cells
17528,B-cells
17529,T-cells
17530,T-cells
17539,T-cells
17541,T-cells
17550,B-cells
17554,T-cells
17556,T-cells
17579,Other_cells
17588,T-cells
17589,T-cells
17596,T-cells
17597,T-cells
17614,B-cells
17618,T-cells
17623,T-cells
17650,Monocytes
17651,B-cells
17653,B-cells
17655,T-cells
17656,T-cells
17664,T-cells
17665,B-cells
17673,T-cells
17674,Monocytes
17679,Other_cells
17683,T-cells
17689,B-cells
17696,T-cells
17697,T-cells
17698,T-cells
17711,Monocytes
17720,T-cells
17721,T-cells
17723,T-cells
17731,B-cells
17733,T-cells
17738,T-cells
17741,Monocytes
17753,B-cells
17754,Monocytes
17757,T-cells
17760,T-cells
17763,T-cells
17767,T-cells
17770,Monocytes
17772,B-cells
17790,T-cells
17796,T-cells
17799,T-cells
17800,T-cells
17808,T-cells
17809,Monocytes
17814,B-cells
17816,T-cells
17818,T-cells
17822,T-cells
17833,T-cells
17847,B-cells
17851,T-cells
17852,T-cells
17869,T-cells
17871,T-cells
17874,T-cells
17902,B-cells
17903,T-cells
17908,T-cells
17909,B-cells
17912,Monocytes
17920,T-cells
17925,Monocytes
17935,T-cells
17936,T-cells
17959,B-cells
17960,T-cells
17967,T-cells
17972,T-cells
17973,T-cells
17974,T-cells
17975,B-cells
17994,Monocytes
18007,T-cells
18010,B-cells
18025,T-cells
18029,B-cells
18036,Monocytes
18041,T-cells
18047,B-cells
18060,Monocytes
18072,B-cells
18093,T-cells
18099,B-cells
18100,T-cells
18109,Other_cells
18110,B-cells
18112,T-cells
18132,T-cells
18152,Monocytes
18153,Other_cells
18157,T-cells
18182,T-cells
18187,Monocytes
18203,Other_cells
18214,T-cells
18217,T-cells
18230,T-cells
18235,T-cells
18238,B-cells
18241,Other_cells
18245,B-cells
18248,T-cells
18252,T-cells
18253,T-cells
18263,Other_cells
18269,Monocytes
18270,T-cells
18273,T-cells
18274,T-cells
18277,Monocytes
18282,T-cells
18306,T-cells
18316,B-cells
18317,T-cells
18320,Other_cells
18325,T-cells
18328,T-cells
18349,T-cells
18363,Monocytes
18365,B-cells
18374,T-cells
18388,B-cells
18393,Other_cells
18426,B-cells
18428,Monocytes
18440,T-cells
18449,Monocytes
18456,T-cells
18471,B-cells
18479,Monocytes
18494,Monocytes
18497,T-cells
18500,T-cells
18504,Monocytes
18522,T-cells
18532,T-cells
18567,Other_cells
18583,T-cells
18591,T-cells
18596,B-cells
18610,T-cells
18612,T-cells
18613,T-cells
18621,Monocytes
18627,T-cells
18628,T-cells
18631,Other_cells
18632,T-cells
18639,T-cells
18645,B-cells
18648,Monocytes
18668,B-cells
18674,T-cells
18675,T-cells
18676,B-cells
18682,B-cells
18702,T-cells
18704,T-cells
18705,Monocytes
18706,B-cells
18719,T-cells
18720,B-cells
18721,T-cells
18726,Monocytes
18736,T-cells
18742,T-cells
18743,T-cells
18748,Monocytes
18755,B-cells
18775,T-cells
18782,B-cells
18783,T-cells
18787,T-cells
18788,B-cells
18799,T-cells
18812,T-cells
18819,B-cells
18822,B-cells
18827,B-cells
18830,Monocytes
18831,T-cells
18846,B-cells
18848,Other_cells
18849,Monocytes
18871,T-cells
18877,B-cells
18883,T-cells
18885,T-cells
18894,T-cells
18895,T-cells
18899,T-cells
18902,T-cells
18916,T-cells
18921,T-cells
18925,Monocytes
18928,Monocytes
18932,B-cells
18933,T-cells
18941,T-cells
18949,Monocytes
18962,T-cells
18968,T-cells
18970,T-cells
18972,T-cells
18989,T-cells
18999,T-cells
19000,B-cells
19008,B-cells
19009,Other_cells
19017,T-cells
19018,T-cells
19019,Monocytes
19025,Other_cells
19043,T-cells
19056,B-cells
19062,T-cells
19063,T-cells
19067,B-cells
19072,T-cells
19075,T-cells
19083,T-cells
19087,T-cells
19106,B-cells
19107,B-cells
19108,B-cells
19113,T-cells
19158,T-cells
19159,B-cells
19160,T-cells
19162,B-cells
19164,T-cells
19175,T-cells
19184,Monocytes
19188,B-cells
19196,Monocytes
19202,T-cells
19204,T-cells
19207,T-cells
19214,T-cells
19223,T-cells
19229,Monocytes
19236,T-cells
19238,Monocytes
19240,Other_cells
19242,T-cells
19250,B-cells
19251,B-cells
19259,B-cells
19260,B-cells
19265,B-cells
19270,T-cells
19273,B-cells
19274,B-cells
19278,Other_cells
19284,T-cells
19293,T-cells
19299,T-cells
19322,B-cells
19326,Other_cells
19336,T-cells
19339,T-cells
19360,T-cells
19377,B-cells
19386,T-cells
19388,T-cells
19390,Monocytes
19401,T-cells
19404,T-cells
19405,B-cells
19409,Other_cells
19417,T-cells
19421,T-cells
19427,T-cells
19437,T-cells
19440,T-cells
19449,B-cells
19459,T-cells
19464,Other_cells
19467,T-cells
19478,B-cells
19483,T-cells
19500,T-cells
19504,T-cells
19508,Other_cells
19512,T-cells
19515,Monocytes
19537,T-cells
19539,B-cells
19541,T-cells
19549,T-cells
19551,T-cells
19558,B-cells
19563,Other_cells
19564,B-cells
19575,Monocytes
19580,B-cells
19585,T-cells
19590,Other_cells
19593,T-cells
19611,T-cells
19612,T-cells
19615,Monocytes
19621,T-cells
19639,T-cells
19649,T-cells
19661,T-cells
19665,T-cells
19682,T-cells
19692,T-cells
19696,T-cells
19697,Monocytes
19704,T-cells
19714,B-cells
19719,B-cells
19724,Other_cells
19726,T-cells
19729,Monocytes
19738,T-cells
19742,T-cells
19752,T-cells
19760,T-cells
19768,T-cells
19769,Other_cells
19788,T-cells
19789,T-cells
19796,T-cells
19803,Other_cells
19812,T-cells
19831,B-cells
19841,T-cells
19862,T-cells
19866,T-cells
19881,T-cells
19888,T-cells
19899,Monocytes
19918,B-cells
19919,T-cells
19942,Other_cells
19943,T-cells
19944,B-cells
19948,T-cells
19952,Other_cells
19958,B-cells
19969,Other_cells
19973,B-cells
19978,T-cells
19979,T-cells
19991,T-cells
19997,Monocytes
20001,T-cells
20008,T-cells
20014,T-cells
20020,Monocytes
20029,T-cells
20032,T-cells
20075,T-cells
20083,T-cells
20091,Other_cells
20095,T-cells
20097,T-cells
20101,T-cells
20105,T-cells
20106,Other_cells
20107,T-cells
20108,Monocytes
20112,T-cells
20121,T-cells
20136,Other_cells
20143,Other_cells
20149,B-cells
20155,Monocytes
20161,B-cells
20167,T-cells
20183,B-cells
20196,Monocytes
20199,T-cells
20237,T-cells
20238,T-cells
20243,T-cells
20245,Monocytes
20253,T-cells
20256,T-cells
20257,T-cells
20268,T-cells
20270,T-cells
20275,T-cells
20277,T-cells
20292,T-cells
20294,T-cells
20296,T-cells
20298,T-cells
20315,Monocytes
20318,T-cells
20319,B-cells
20334,T-cells
20352,B-cells
20356,T-cells
20360,Monocytes
20365,Other_cells
20382,T-cells
20384,T-cells
20390,T-cells
20402,T-cells
20412,T-cells
20421,Other_cells
20423,T-cells
20428,Monocytes
20439,T-cells
20441,T-cells
20445,B-cells
20449,T-cells
20450,B-cells
20467,T-cells
20472,B-cells
20485,Monocytes
20487,T-cells
20491,T-cells
20493,T-cells
20502,B-cells
20510,T-cells
20520,Other_cells
20522,T-cells
20536,Other_cells
20537,T-cells
20544,Monocytes
20548,Monocytes
20554,Monocytes
20577,T-cells
20582,T-cells
20589,Monocytes
20594,B-cells
20598,B-cells
20603,T-cells
20606,Monocytes
20607,B-cells
20619,T-cells
20623,B-cells
20628,T-cells
20630,Monocytes
20642,T-cells
20657,T-cells
20660,T-cells
20666,T-cells
20669,T-cells
20680,T-cells
20686,T-cells
20692,T-cells
20694,Monocytes
20695,T-cells
20703,Other_cells
20709,T-cells
20723,Other_cells
20726,T-cells
20734,T-cells
20746,Monocytes
20749,T-cells
20750,T-cells
20753,Monocytes
20768,Other_cells
20785,B-cells
20786,T-cells
20792,T-cells
20796,T-cells
20800,T-cells
20802,B-cells
20825,B-cells
20840,T-cells
20843,B-cells
20844,T-cells
20853,T-cells
20858,T-cells
20859,T-cells
20860,B-cells
20862,T-cells
20876,T-cells
20887,B-cells
20903,T-cells
20909,T-cells
20925,T-cells
20929,T-cells
20943,T-cells
20955,Other_cells
20961,T-cells
20966,B-cells
20979,T-cells
20985,T-cells
21015,T-cells
21018,T-cells
21043,T-cells
21044,B-cells
21053,B-cells
21055,Monocytes
21062,Monocytes
21088,T-cells
21096,T-cells
21098,T-cells
21101,T-cells
21103,B-cells
21111,B-cells
21131,Monocytes
21137,Monocytes
21150,T-cells
21170,T-cells
21176,B-cells
21179,Other_cells
21180,T-cells
21193,B-cells
21200,T-cells
21206,Monocytes
21209,B-cells
21215,Other_cells
21244,T-cells
21248,T-cells
21265,T-cells
21266,T-cells
21276,Monocytes
21284,Monocytes
21306,T-cells
21329,T-cells
21332,Other_cells
21336,B-cells
21358,T-cells
21377,Monocytes
21410,T-cells
21417,T-cells
21426,T-cells
21428,T-cells
21437,T-cells
21453,T-cells
21455,Monocytes
21463,B-cells
21467,Monocytes
21468,T-cells
21469,Other_cells
21471,B-cells
21474,T-cells
21480,T-cells
21507,T-cells
21509,B-cells
21511,B-cells
21548,T-cells
21550,Monocytes
21553,T-cells
21573,B-cells
21575,T-cells
21590,T-cells
21593,Monocytes
21604,T-cells
21622,Other_cells
21635,T-cells
21637,T-cells
21656,T-cells
21683,T-cells
21688,T-cells
21689,T-cells
21691,T-cells
21694,T-cells
21698,T-cells
21703,T-cells
21705,T-cells
21708,Monocytes
21719,B-cells
21746,B-cells
21749,T-cells
21755,T-cells
21764,T-cells
21765,T-cells
21769,B-cells
21778,B-cells
21798,Monocytes
21808,T-cells
21809,B-cells
21824,T-cells
21829,T-cells
21833,Other_cells
21836,T-cells
21837,T-cells
21840,T-cells
21841,Other_cells
21847,T-cells
21854,T-cells
21856,T-cells
21893,T-cells
21898,B-cells
21903,T-cells
21908,Monocytes
21912,Other_cells
21913,Other_cells
21914,Monocytes
21927,T-cells
21932,T-cells
21933,B-cells
21940,T-cells
21942,T-cells
21946,T-cells
21952,T-cells
21953,T-cells
21960,B-cells
21976,Monocytes
21997,T-cells
22006,B-cells
22019,T-cells
22023,T-cells
22026,T-cells
22041,T-cells
22047,T-cells
22049,B-cells
22051,Monocytes
22052,T-cells
22053,B-cells
22060,T-cells
22088,B-cells
22090,B-cells
22092,Monocytes
22094,T-cells
22099,B-cells
22103,T-cells
22119,B-cells
22122,B-cells
22128,B-cells
22131,Monocytes
22147,T-cells
22165,B-cells
22168,T-cells
22192,B-cells
22196,T-cells
22198,T-cells
22214,T-cells
22216,T-cells
22222,T-cells
22229,T-cells
22237,T-cells
22253,T-cells
22255,T-cells
22259,T-cells
22265,T-cells
22280,T-cells
22282,T-cells
22288,T-cells
22290,B-cells
22297,B-cells
22305,T-cells
22307,T-cells
22308,B-cells
22321,B-cells
22332,T-cells
22336,T-cells
22344,T-cells
22352,B-cells
22353,Other_cells
22357,B-cells
22369,Other_cells
22374,T-cells
22376,Monocytes
22378,Other_cells
22382,T-cells
22388,Monocytes
22397,T-cells
22424,T-cells
22425,T-cells
22444,T-cells
22477,Monocytes
22480,Other_cells
22494,Monocytes
22509,B-cells
22513,T-cells
22514,T-cells
22532,B-cells
22545,T-cells
22548,B-cells
22551,T-cells
22552,T-cells
22558,T-cells
22581,Monocytes
22583,T-cells
22589,B-cells
22610,T-cells
22633,T-cells
22644,B-cells
22664,T-cells
22699,Monocytes
22717,B-cells
22721,Monocytes
22726,T-cells
22728,T-cells
22732,B-cells
22733,T-cells
22734,T-cells
22735,T-cells
22743,T-cells
22745,T-cells
22747,T-cells
22764,B-cells
22774,T-cells
22775,B-cells
22782,T-cells
22785,Other_cells
22786,T-cells
22810,T-cells
22828,B-cells
22833,T-cells
22834,Other_cells
22842,T-cells
22843,Monocytes
22849,T-cells
22859,T-cells
22866,Monocytes
22868,T-cells
22870,Monocytes
22879,T-cells
22887,Other_cells
22889,B-cells
22897,B-cells
22900,T-cells
22909,Other_cells
22910,T-cells
22912,T-cells
22921,T-cells
22923,B-cells
22941,B-cells
22964,T-cells
22979,T-cells
22981,T-cells
22983,T-cells
22985,T-cells
23001,T-cells
23014,Monocytes
23031,Other_cells
23043,Other_cells
23045,T-cells
23061,T-cells
23069,B-cells
23097,Monocytes
23101,T-cells
23104,T-cells
23122,T-cells
23124,Other_cells
23133,T-cells
23156,T-cells
23164,T-cells
23171,T-cells
23184,Other_cells
23185,T-cells
23189,T-cells
23190,T-cells
23196,Monocytes
23213,T-cells
23216,T-cells
23222,T-cells
23224,Monocytes
23226,T-cells
23227,B-cells
23229,Monocytes
23233,B-cells
23234,Monocytes
23246,T-cells
23254,Monocytes
23261,T-cells
23263,Other_cells
23266,T-cells
23284,B-cells
23287,B-cells
23293,T-cells
23299,T-cells
23301,T-cells
23303,T-cells
23311,T-cells
23316,T-cells
23322,T-cells
23331,B-cells
23332,T-cells
23338,T-cells
23340,B-cells
23350,T-cells
23352,T-cells
23367,T-cells
23368,Other_cells
23378,B-cells
23382,B-cells
23400,Monocytes
23404,T-cells
23433,Other_cells
23443,B-cells
23448,T-cells
23461,T-cells
23462,T-cells
23463,T-cells
23464,B-cells
23467,Monocytes
23470,T-cells
23474,T-cells
23476,B-cells
23479,T-cells
23480,T-cells
23498,T-cells
23514,T-cells
23515,T-cells
23529,T-cells
23534,T-cells
23544,T-cells
23549,B-cells
23561,B-cells
23568,T-cells
23580,T-cells
23588,T-cells
23589,T-cells
23592,T-cells
23593,T-cells
23594,T-cells
23597,T-cells
23599,T-cells
23600,Other_cells
23605,Monocytes
23609,T-cells
23620,Monocytes
23622,T-cells
23667,T-cells
23674,T-cells
23697,T-cells
23710,T-cells
23711,Other_cells
23712,T-cells
23718,T-cells
23722,T-cells
23723,Monocytes
23725,T-cells
23733,T-cells
23746,B-cells
23751,T-cells
23769,B-cells
23771,Monocytes
23790,B-cells
23792,T-cells
23803,Monocytes
23806,B-cells
23812,T-cells
23827,Monocytes
23830,Other_cells
23847,T-cells
23850,Other_cells
23864,B-cells
23865,T-cells
23868,T-cells
23874,T-cells
23875,T-cells
23877,B-cells
23883,T-cells
23889,Other_cells
23890,B-cells
23892,Monocytes
23897,T-cells
23902,T-cells
23903,B-cells
23920,T-cells
23923,B-cells
23925,T-cells
23934,T-cells
23936,Other_cells
23937,T-cells
23950,T-cells
23957,T-cells
23958,T-cells
23966,B-cells
23969,Monocytes
23978,T-cells
23982,B-cells
24007,Monocytes
24011,T-cells
24013,T-cells
24014,T-cells
24017,T-cells
24038,T-cells
24041,T-cells
24048,T-cells
24051,T-cells
